FED;FEDfull;Ambiguity.D;Length.L;Length.W;Emovalsq;Emoval;Arousal;Familiarity;Sem.transp;Figurative;Concrete;Ambig;Confidence
jmndnmtSa;jemanden mit Samthandschuhen anfassen;1;34;4;3,028571429;0,485714286;3,285714286;3,957142857;3,442857143;4,542857143;4,271428571;0,628571429;4,871428571
jmndnncrk;jemanden nicht riechen können;1;26;4;4,194444444;-0,833333333;3,986111111;4,527777778;4,083333333;4,583333333;4,583333333;0,527777778;5,347222222
jmndnubKl;jemanden übers Knie legen;1;22;4;4,362318841;-0,971014493;4,565217391;4,47826087;3,333333333;4,231884058;4,072463768;0,666666667;4,942028986
jmndnubOh;jemanden übers Ohr hauen;1;21;4;5,205479452;-1,753424658;4,342465753;5,671232877;4,054794521;4,671232877;4,164383562;0,534246575;5,643835616
jmndnudEb;jemanden um die Ecke bringen;1;24;5;5,352941176;-1,529411765;4,911764706;4,014705882;3,455882353;4,75;3,882352941;0,661764706;5,205882353
jmndnunDs;jemanden unter Druck setzen;0;24;4;4,528571429;-1,585714286;4,657142857;5,342857143;4,285714286;4,142857143;4,042857143;0,271428571;5,428571429
jmndnvNel;jemanden vor Neid erblassen lassen;0;30;5;4,202898551;-0,898550725;4,52173913;4,47826087;3,797101449;4,579710145;3,782608696;0,202898551;4,753623188
jmndnvrst;jemanden versetzen;0;17;2;3,739130435;-0,898550725;3,971014493;4,942028986;4,463768116;4,362318841;3,739130435;0,623188406;4,68115942
jmndnweZa;jemanden wie eine Zitrone ausquetschen;0;34;5;3,352112676;-0,61971831;4,253521127;3,873239437;4,267605634;5,408450704;3,676056338;0,23943662;5,084507042
jmndnzBrs;jemanden zu Brei schlagen;0;22;4;5,714285714;-1,485714286;5,2;4,385714286;4,1;5;3,557142857;0,185714286;5,185714286
jmndnzmTj;jemanden zum Teufel jagen;0;22;4;5,637681159;-1,463768116;5,086956522;5,202898551;4,057971014;4,956521739;3,347826087;0,043478261;4,739130435
jmndnzrSm;jemanden zur Sau machen;0;20;4;4,436619718;-1,281690141;4,295774648;4,070422535;4,253521127;4,521126761;3,084507042;0,169014085;5,098591549
jmndnzrWb;jemanden zur Weißglut bringen;0;26;4;4,450704225;-1,661971831;4,38028169;3,492957746;3,366197183;4,746478873;3,605633803;0,183098592;4,887323944
jmndSadLp;jemandem die Seele aus dem Leib prügeln;0;33;7;7;-1,637681159;5,231884058;4,666666667;4,246376812;5,246376812;3,289855072;0,130434783;5,623188406
jmndsArgz;jemandes Argumente zerpflücken;0;28;3;3,294117647;-0,852941176;3,926470588;3,058823529;3,441176471;5,088235294;3,264705882;0,088235294;4,308823529
jmndsHrze;jemandes Herz erobern;0;19;3;6,728571429;2,357142857;5,357142857;5,642857143;4,414285714;5,142857143;3,885714286;0,171428571;5,228571429
jmndSidAs;jemandem Sand in die Augen streuen;1;29;6;4,842857143;-1,3;4,314285714;4,6;3,9;4,871428571;3,8;0,685714286;5,271428571
jmndstgBs;jemandes täglich Brot sein;0;23;4;2,957142857;-0,185714286;3,285714286;3,4;3,785714286;4,728571429;3,385714286;0,128571429;4,114285714
jmndudKsl;jemanden über die Klinge springen lassen;1;35;6;5,058823529;-1,147058824;4,455882353;3,897058824;3,823529412;4,823529412;3,5;0,382352941;5,367647059
jmndWadMn;jemandem das Wort aus dem Mund nehmen;0;31;7;1,544117647;-0,191176471;3,647058824;5,205882353;3,617647059;4,794117647;4,029411765;0,058823529;5,5
jmndwerEb;jemanden wie ein rohes Ei behandeln;0;30;6;2,628571429;0,085714286;3,728571429;3,957142857;3,485714286;5,028571429;3,728571429;0,257142857;5,371428571
jmndWidMl;jemandem Worte in den Mund legen;0;27;6;2,328358209;-0,507462687;3,507462687;4,567164179;3,940298507;4,805970149;3,791044776;0,044776119;5,014925373
jmnehNzkg;jemandem eine harte Nuss zu knacken geben;1;35;7;1,753424658;-0,438356164;3,739726027;4,561643836;4,04109589;4,616438356;3,945205479;0,671232877;5,479452055
jmneSzdBw;jemandem einen Stock zwischen die Beine werfen;1;40;7;4,088235294;-1,352941176;4,264705882;3,779411765;3,705882353;4,647058824;3,955882353;0,661764706;5,102941176
jmnrdHidH;jemandem rutscht das Herz in die Hose;0;31;7;3,550724638;-1,231884058;5,144927536;5,202898551;3,855072464;5,057971014;4,173913043;0,144927536;5,710144928
JthwdSlt!;Jetzt haben wir den Salat!;1;22;5;4,042253521;-0,915492958;4,056338028;4,408450704;3,267605634;4,76056338;3,746478873;0,61971831;5
klnBrtchb;kleine Brötchen backen;1;20;3;2,304347826;0,15942029;2,884057971;3,956521739;3,347826087;4,391304348;3,782608696;0,695652174;4,492753623
Klrschffm;Klarschiff machen;1;16;2;2,685714286;1,085714286;3,414285714;4,057142857;3,657142857;5,085714286;3,4;0,185714286;4,771428571
Klrtxtrdn;Klartext reden;0;13;2;3,464788732;1,211267606;4,183098592;4,746478873;4,774647887;4,154929577;3,464788732;0,295774648;5,042253521
klrwKlsss;klar wie Kloßbrühe sein;1;20;4;3,173913043;1,086956522;3,217391304;4,347826087;3,507246377;4,376811594;3,333333333;0,15942029;4,797101449
kltFssbkm;kalte Füße bekommen;1;17;3;3,47826087;-0,985507246;4,246376812;5,304347826;3,68115942;4,971014493;4,014492754;0,623188406;5,304347826
kltrKffsn;kalter Kaffee sein;1;16;3;3,633802817;-1,267605634;3,661971831;3,014084507;3,225352113;5,042253521;3,295774648;0,338028169;4,394366197
knBltvdMn;kein Blatt vor den Mund nehmen;1;25;6;2,617647059;0,205882353;4,088235294;4,588235294;4,117647059;4,808823529;4;0,470588235;5,573529412
kngrssLcs;keine große Leuchte sein;0;21;4;2,642857143;-0,7;3,628571429;4,042857143;3,442857143;4,914285714;3,428571429;0,171428571;4,871428571
kngtsHael;kein gutes Haar an etwas lassen;0;26;6;4,588235294;-1,5;4,058823529;3,720588235;3,294117647;4,955882353;3,117647059;0,205882353;4,852941176
knnBckaeh;keinen Bock auf etwas haben;0;23;5;2,478873239;-0,704225352;3,845070423;5,281690141;3,901408451;4,957746479;3;0,309859155;5,478873239
knnCnidHh;keinen Cent in der Hose haben;1;24;6;4,614285714;-1,642857143;3,671428571;5,085714286;5,371428571;3,342857143;4,314285714;0,714285714;5,485714286
knnFngrkm;keinen Finger krumm machen;1;23;4;2,942857143;-0,657142857;3,328571429;4,1;4,128571429;4,485714286;3,757142857;0,314285714;5,185714286
knnFssbrw;keinen Fußbreit weichen;1;21;3;2,785714286;-0,614285714;3,4;3,485714286;3,314285714;4,6;3,657142857;0,414285714;4,485714286
knnHndsct;keinen Handschlag tun;1;19;3;2,768115942;-0,594202899;3,782608696;4,115942029;3,942028986;4,144927536;3,565217391;0,463768116;5,014492754
knnPfnnmh;keinen Pfennig mehr haben;1;22;4;4,671428571;-1,757142857;3,9;4,914285714;5,228571429;3,6;4,114285714;0,885714286;5,214285714
knrFlgezt;keiner Fliege etwas zuleide tun;1;27;5;6,267605634;2,014084507;4,126760563;5,281690141;4,267605634;4,647887324;3,746478873;0,563380282;5,225352113
knunbscBs;kein unbeschriebenes Blatt sein;0;28;4;2,647887324;0,169014085;3,492957746;4,830985915;3,76056338;4,76056338;3,521126761;0,169014085;4,591549296
Kpfrllnls;Köpfe rollen lassen;0;17;3;4,814285714;-1,357142857;4,628571429;4,042857143;3,942857143;5,228571429;3,928571429;0,442857143;4,857142857
Kredfrssn;Kreide fressen;1;13;2;4,149253731;-0,776119403;3,701492537;3,507462687;3,029850746;5,179104478;3,955223881;0,626865672;4,835820896
Lftschlsb;Luftschlösser bauen;0;18;2;3;0,742857143;3,557142857;3,7;3,042857143;5,085714286;3,328571429;0,1;4,757142857
lngFngrmc;lange Finger machen;0;17;3;3,347826087;-1;3,710144928;3,275362319;3,449275362;4,927536232;4,072463768;0,231884058;4,927536232
Mffnssnbk;Muffensausen bekommen;0;20;2;2,848484848;-0,848484848;4,151515152;3,348484848;3,333333333;5,196969697;3,136363636;0,075757576;4,939393939
mnTgsndgz;meine Tage sind gezählt;1;22;4;5,257142857;-1,457142857;4,528571429;4,942857143;4,357142857;4,871428571;3,5;0,228571429;5,142857143
mrflleSvH;mir fällt ein Stein vom Herzen;0;25;6;6,450704225;2,14084507;5,492957746;5,338028169;4,056338028;5,267605634;3,591549296;0,197183099;5,577464789
mtbdnBiLs;mit beiden Beinen im Leben stehen;0;28;6;5,128571429;1,9;3,685714286;4,471428571;4,342857143;4,485714286;3,585714286;0,242857143;5,4
mtdmlnkFa;mit dem linken Fuß aufstehen;1;24;5;4,042857143;-1,214285714;4,414285714;5,542857143;3,9;4,528571429;4,128571429;0,585714286;5,457142857
mtdnHhnra;mit den Hühnern aufstehen;1;22;4;3,042253521;0,704225352;3,154929577;4,661971831;4,281690141;4,366197183;4,098591549;0,61971831;5,661971831
mtegLiMgs;mit einem goldenen Löffel im Mund geboren sein;0;39;8;4,736111111;0,847222222;3,444444444;4,180555556;4,083333333;5,097222222;3,888888889;0,194444444;4,916666667
mtEnglszr;mit Engelszungen reden;0;20;3;2,871428571;0,785714286;4,085714286;3,428571429;3,3;4,471428571;3,857142857;0,1;4,942857143
mtenmbAdk;mit einem blauen Auge davon kommen;1;29;6;3,085714286;0,885714286;3,985714286;5,114285714;4,371428571;4,671428571;4,142857143;0,642857143;5,585714286
mtenmBiGs;mit einem Bein im Grab stehen;1;24;6;4,828571429;-1,542857143;4,585714286;5,185714286;4,428571429;5,1;3,714285714;0,614285714;5,357142857
mtenmFiGs;mit einem Fuß im Grabe stehen;1;24;6;4,842857143;-1,071428571;4,171428571;4,142857143;4,1;4,471428571;4,257142857;0,585714286;4,928571429
mtetwshBh;mit etwas hinterm Berg halten;0;25;5;2,830985915;-0,633802817;3,845070423;4,225352113;3,507042254;5,126760563;3,591549296;0,295774648;4,915492958
mtflschKs;mit falschen Karten spielen;1;24;4;4,724637681;-0,956521739;4,072463768;4,579710145;4,101449275;4;3,405797101;0,695652174;5,043478261
mtgspltZs;mit gespaltener Zunge sprechen;0;27;4;3,449275362;-1,188405797;3,594202899;3,884057971;3,347826087;5,101449275;3,898550725;0,217391304;4,724637681
mtjmeHzrh;mit jemandem ein Hühnchen zu rupfen haben;1;35;7;3,720588235;-1,044117647;4,426470588;4,970588235;3,794117647;5,073529412;3,558823529;0,191176471;5,323529412
mtjmnagFs;mit jemandem auf gutem Fuß stehen;0;28;6;5,535211268;1,957746479;4,070422535;4,309859155;4,112676056;5,014084507;3,436619718;0,281690141;5,23943662
mtjmndrTm;mit jemandem reinen Tisch machen;1;28;5;3,680555556;1,319444444;3,972222222;4,847222222;4,041666667;4,861111111;3,444444444;0,402777778;5,375
mtjmnKuMs;mit jemandem Katz und Maus spielen;1;29;6;2,323943662;-0,661971831;3,690140845;4,535211268;3,985915493;4,957746479;3,732394366;0,394366197;4,492957746
mtjmnueDs;mit jemandem unter einer Decke stecken;1;33;6;2,887323944;0,23943662;3,647887324;5,112676056;3,845070423;5,014084507;3,661971831;0,591549296;5,169014085
mtjmnuvAs;mit jemandem unter vier Augen sprechen;0;33;6;1,408450704;0,056338028;3,535211268;5,718309859;4,633802817;4,098591549;4,028169014;0,464788732;5,605633803
mtlrnHndz;mit leeren Händen zurückkommen;1;27;4;4,027777778;-1,5;3,805555556;5,041666667;5,041666667;3,611111111;4,333333333;0,722222222;5,069444444
mtPknunTd;mit Pauken und Trompeten durchfallen;1;32;5;3,294117647;-1;4,382352941;3,617647059;3,75;5,161764706;3,794117647;0,294117647;4,529411765
mtsnmLaEs;mit seinem Latein am Ende sein;1;25;6;3,828571429;-1,257142857;4,085714286;4,557142857;3,557142857;5,271428571;3,114285714;0,228571429;5,042857143
mtvrdckKs;mit verdeckten Karten spielen;1;26;4;2,308823529;-0,338235294;3,558823529;4,338235294;4,191176471;4,661764706;3,529411765;0,617647059;5,235294118
nchGldstn;nach Geld stinken;0;15;3;4,95890411;-1,095890411;3,835616438;4,712328767;4,698630137;4,794520548;4,068493151;0,287671233;5,684931507
nchgrhdOs;noch grün hinter den Ohren sein;0;26;6;2,521126761;-0,830985915;3,690140845;4,732394366;3,816901408;5,154929577;4,070422535;0,394366197;5,211267606
nchindnSs;noch in den Sternen stehen;0;22;5;1,732394366;0,183098592;3,633802817;4,450704225;3,197183099;5,084507042;3,169014085;0,14084507;5,253521127
nchindnWs;noch in den Windeln stecken;1;23;5;3,112676056;-0,605633803;3,732394366;4,549295775;5,084507042;3,591549296;4,352112676;0,873239437;5,028169014
nchjWadGl;nicht jedes Wort auf die Goldwaage legen;0;34;7;2,242857143;0,271428571;3,485714286;3,7;3,642857143;4,957142857;3,371428571;0,4;4,857142857
nchtaTiSh;nicht alle Tassen im Schrank haben;1;29;6;6,084507042;-1,464788732;4,563380282;5,126760563;3,661971831;4,957746479;4;0,661971831;5,338028169
nchtdrHls;nicht der Hellste sein;0;19;4;3,955882353;-1,25;3,794117647;4,617647059;3,676470588;5,132352941;3,485294118;0,279411765;5,058823529
nchtgnzds;nicht ganz dicht sein;0;18;4;4,056338028;-1,436619718;4,394366197;5,112676056;3,985915493;4,676056338;3,394366197;0,211267606;5,591549296
nchtrchtt;nicht richtig ticken;0;18;3;4,847222222;-1,625;4,138888889;5,583333333;4,805555556;4,652777778;3,75;0,513888889;5,513888889
nchtudeTh;nicht über den eigenen Tellerrand hinausgucken;1;41;6;2,303030303;-0,181818182;3,742424242;3,575757576;3,621212121;5,075757576;3,696969697;0,303030303;4,742424242
nchtudhBr;nicht um den heißen Brei reden;0;25;6;3,2;0,714285714;3,757142857;4,985714286;3,714285714;5,242857143;3,9;0,257142857;5,171428571
nchtvngss;nicht von gestern sein;1;19;4;2,550724638;0,869565217;3,579710145;5,594202899;4,101449275;4,797101449;3,608695652;0,31884058;4,724637681
nchVrrtrc;nach Verrat riechen;0;17;3;4,417910448;-1,253731343;4,313432836;4,104477612;4,089552239;4,597014925;3,746268657;0,059701493;4,791044776
nhamWssgs;nah am Wasser gebaut sein;1;21;5;2,47826087;0,333333333;4,028985507;3,985507246;3,246376812;5,115942029;3,31884058;0,463768116;5,086956522
nrBhnhfvr;nur Bahnhof verstehen;0;19;3;3,111111111;-0,916666667;3,527777778;5,472222222;3,458333333;4,75;3,638888889;0,222222222;5,708333333
nrHtundKs;nur Haut und Knochen sein;0;21;5;3,857142857;-1,057142857;3,742857143;4,928571429;4,428571429;4,385714286;4;0,242857143;5,6
nrnceSsss;nur noch ein Schatten seiner selbst sein;0;34;7;3,898550725;-1,202898551;4,507246377;4,173913043;3,971014493;5,130434783;3,188405797;0,115942029;5,173913043
nrStrhiKh;nur Stroh im Kopf haben;0;19;5;6,534246575;-2,095890411;4,356164384;5,438356164;4,205479452;4,863013699;3,589041096;0,205479452;5,273972603
NrvnasSth;Nerven aus Stahl haben;0;19;4;5,231884058;1,724637681;4,31884058;5,173913043;4,333333333;4,753623188;3,391304348;0,115942029;5,565217391
NrvnwDrhh;Nerven wie Drahtseile haben;0;24;4;4,887323944;1,422535211;4,126760563;4,943661972;3,929577465;5,056338028;3,788732394;0,098591549;5,281690141
ohnmtdWzz;ohne mit der Wimper zu zucken;1;24;6;3,157142857;0,157142857;4,142857143;5,071428571;3,871428571;4,471428571;3,142857143;0,5;5,114285714
OlinsFrgs;Öl ins Feuer gießen;1;16;4;5,4;-1,628571429;4,485714286;4,742857143;4,957142857;4,014285714;4,471428571;0,942857143;5,485714286
ordneidKh;ordentlich einen in der Krone haben;0;30;6;4,441176471;-1,147058824;3,794117647;3,764705882;3,441176471;5,147058824;3,367647059;0,044117647;4,735294118
PfffrimHh;Pfeffer im Hintern haben;1;21;4;4,220588235;0,661764706;4,308823529;4,397058824;3,279411765;4,897058824;3,367647059;0,382352941;4,941176471
PrlnvrdSw;Perlen vor die Säue werfen;1;22;5;3,867647059;-1,132352941;4,161764706;3,235294118;3,264705882;5,323529412;4;0,529411765;4,514705882
rtZhlnsch;rote Zahlen schreiben;1;19;3;5,277777778;-1,555555556;4,083333333;4,277777778;3,555555556;4,625;3,763888889;0,666666667;4,777777778
schafdLpb;sich auf die Lippe beißen;1;21;5;2,768115942;-0,188405797;3,942028986;4,608695652;4;3,68115942;4,376811594;0,724637681;4,869565217
schafdnEb;sich auf dünnem Eis bewegen;1;23;5;4,414285714;-1,242857143;4,057142857;4,785714286;4,557142857;4,085714286;4,185714286;0,671428571;5,685714286
schafdScm;sich auf die Socken machen;1;22;5;3,056338028;0,38028169;3,464788732;4,887323944;3,746478873;5,323943662;3,338028169;0,197183099;4,957746479
schafenGb;sich auf einer Gratwanderung befinden;0;33;5;2;0;3,545454545;3,242424242;3,151515152;4,878787879;3,060606061;0,287878788;4,439393939
schafhlWt;sich auf halbem Weg treffen;1;23;5;2,971428571;1,228571429;3,171428571;4,571428571;4,685714286;4,471428571;4,071428571;0,685714286;5,342857143
schafsnLa;sich auf seinen Lorbeeren ausruhen;1;30;5;2,6;0,085714286;3,757142857;3,857142857;3,657142857;5,242857143;3,657142857;0,257142857;5,285714286
schafsOhl;sich aufs Ohr legen;1;16;4;2,246376812;0,710144928;3,115942029;5,057971014;4,173913043;4,391304348;4,420289855;0,652173913;5,391304348
schafsvBs;sich auf seine vier Buchstaben setzen;0;32;6;1,666666667;0,275362319;3,028985507;3,710144928;3,246376812;5,144927536;3,52173913;0,15942029;4,927536232
schamRmnr;sich am Riemen reißen;0;18;4;3,071428571;0,557142857;3,714285714;3,671428571;3,8;5,085714286;3,685714286;0,171428571;5,114285714
schasdmSm;sich aus dem Staube machen;1;22;5;2,085714286;-0,4;3,542857143;4,971428571;3,528571429;4,928571429;3,585714286;0,114285714;5,528571429
schdAgnas;sich die Augen ausweinen;0;21;4;4,676056338;-1,605633803;4,957746479;5,056338028;5,225352113;3,76056338;4,338028169;0,535211268;5,253521127
schdBidBs;sich die Beine in den Bauch stehen;0;28;7;1,971014493;-0,608695652;3,463768116;4;3,68115942;5,115942029;3,68115942;0,202898551;5,376811594
schdLadHs;sich die Lunge aus dem Hals schreien;0;30;7;3,142857143;-0,628571429;4,785714286;4,342857143;4,4;4,671428571;4,114285714;0,1;5,1
schdmmudr;sich dumm und dämlich reden;0;23;5;4,2;-0,714285714;3,957142857;3,985714286;3,8;4,285714286;3,957142857;0,314285714;4,857142857
schdnArsa;sich den Arsch aufreißen;0;21;4;4,014084507;-0,408450704;4,802816901;5,169014085;3,873239437;4,661971831;4,267605634;0,309859155;5,774647887
schdnBchv;sich den Bauch vollschlagen;0;24;4;2,528571429;0,842857143;3,528571429;4,742857143;4,242857143;4,757142857;3,942857143;0,385714286;5,142857143
schdnKuez;sich den Kopf über etwas zerbrechen;0;30;6;3,563380282;-0,802816901;4,549295775;5,154929577;4,352112676;4,746478873;3,450704225;0,281690141;5,450704225
schdnMnfr;sich den Mund fusselig reden;0;24;5;2,746478873;-0,436619718;3,591549296;3,478873239;3,633802817;4,943661972;4,14084507;0,126760563;4,492957746
schdnTdhl;sich den Tod holen;0;15;4;4,942857143;-1,114285714;4,628571429;4;3,585714286;4,857142857;3,942857143;0,128571429;5,228571429
schdNudOs;sich die Nacht um die Ohren schlagen;0;30;7;1,695652174;-0,101449275;3,985507246;3,811594203;3,405797101;4,811594203;3,405797101;0,144927536;5,130434783
schdRdvua;sich die Radieschen von unten anschauen;1;34;6;4,602739726;-1,342465753;4,561643836;3,506849315;3,808219178;5,082191781;4,287671233;0,479452055;4,904109589
schdSprnv;sich die Sporen verdienen;0;22;4;3,15942029;1,217391304;3,289855072;3,144927536;3,52173913;4,333333333;3,724637681;0,15942029;4,550724638
schdWvBnl;sich die Wurst vom Brot nehmen lassen;1;31;7;3,757142857;-1,071428571;3,685714286;3,614285714;3,614285714;4,685714286;4,071428571;0,671428571;4,214285714
schenHrzf;sich ein Herz fassen;0;17;4;4,115942029;1,565217391;5,072463768;4,463768116;3,884057971;5,260869565;3,797101449;0,15942029;5,492753623
schephdBk;sich ein paar hinter die Binde kippen;1;31;7;2,68115942;-0,304347826;3,898550725;3,115942029;3,637681159;4,884057971;3,695652174;0,31884058;4,739130435
schetadFs;sich etwas aus den Fingern saugen;0;28;6;2,101449275;-0,072463768;3,347826087;3,449275362;3,347826087;5,15942029;3,898550725;0,405797101;4,84057971
schetwsse;sich etwas selbst einbrocken;0;25;4;4,414285714;-1,271428571;3,828571429;4,628571429;3,971428571;4,4;3,228571429;0,3;5,242857143
schetwzHn;sich etwas zu Herzen nehmen;0;23;5;3,728571429;0,757142857;4,585714286;5,471428571;3,728571429;5,114285714;3,342857143;0,157142857;5,071428571
schindeTl;sich in die eigene Tasche lügen;1;26;6;4,720588235;-1,485294118;3,764705882;3,558823529;3,647058824;5,176470588;3;0,073529412;4,852941176
schindnAb;sich in den Arsch beißen;0;20;5;3,085714286;-0,857142857;4,142857143;4,871428571;3,6;4,6;3,857142857;0,271428571;4,8
schindnHl;sich in den Haaren liegen;0;21;5;4,485714286;-1,428571429;5,014285714;4,871428571;3,914285714;4,971428571;3,642857143;0,328571429;4,457142857
schindnHt;sich in den Hintern treten;0;22;5;3,205882353;-0,235294118;4,058823529;4,808823529;4,323529412;4,941176471;3,897058824;0,397058824;5,308823529
schinSchs;sich in Schale schmeißen;1;21;4;4,217391304;1,144927536;3,898550725;4,565217391;3,347826087;4,956521739;4,072463768;0,202898551;4,898550725
schinseFs;sich ins eigene Fleisch schneiden;1;29;5;6,602739726;-2,191780822;4,506849315;3,438356164;4,315068493;4,479452055;3,97260274;0,643835616;4,890410959
schinsKns;sich ins Knie schießen;1;19;4;6,260273973;-2,178082192;4,136986301;3,876712329;3,98630137;4,876712329;4,589041096;0,671232877;5,054794521
schinsZgl;sich ins Zeug legen;1;16;4;4,957746479;1,774647887;4,056338028;4,971830986;4,112676056;5,154929577;3,591549296;0,267605634;5,281690141
schjdBvMa;sich jeden Bissen vom Munde absparen;0;31;6;2,855072464;-0,15942029;3,710144928;3,304347826;4,057971014;4,463768116;3,855072464;0,275362319;4,550724638
schjmndns;sich jemanden schöntrinken;0;24;3;1,885245902;0,081967213;3,278688525;3,918032787;4;4,213114754;3,983606557;0,196721311;4,278688525
schjmnzFw;sich jemandem zu Füßen werfen;1;25;5;3,541666667;0,208333333;4,5;4,611111111;3,972222222;4,236111111;4,208333333;0,611111111;4,625
schknBnas;sich kein Bein ausreißen;0;21;4;2,871428571;-0,1;3,514285714;4,257142857;3,4;4,885714286;3,657142857;0,457142857;4,928571429
schlchtKh;schlechte Karten haben;1;20;3;4,614285714;-1,185714286;4,2;4,971428571;4,314285714;4,485714286;3,785714286;0,7;5,271428571
schlchtLh;schlechte Laune haben;0;19;3;4,438356164;-1,506849315;4,260273973;6,02739726;5,479452055;3,397260274;4,479452055;0,616438356;5,424657534
schlfndHw;schlafende Hunde wecken;1;21;3;4,211267606;-0,971830986;4,408450704;4,112676056;3,492957746;4,676056338;4,084507042;0,661971831;5,098591549
SchmttiBh;Schmetterlinge im Bauch haben;0;26;4;7,328571429;2,442857143;5,571428571;5,742857143;3,885714286;5,485714286;3,414285714;0,185714286;5,542857143
schncuuEs;sich nicht um ungelegte Eier sorgen;0;30;6;2,637681159;0,434782609;3,637681159;3,666666667;3,565217391;4,637681159;4,31884058;0,391304348;5,043478261
Schnvngss;Schnee von gestern sein;1;20;4;2,528571429;-0,242857143;3,485714286;5,171428571;4,171428571;4,671428571;3,342857143;0,371428571;5,328571429
schschwra;sich schwarz ärgern;0;17;3;5,352112676;-1,464788732;4,704225352;3,887323944;4,323943662;4,718309859;3,422535211;0,112676056;5,338028169
schsnBrtv;sich seine Brötchen verdienen;0;26;4;5,347222222;1,791666667;3,583333333;5,222222222;4,958333333;4,625;4,277777778;0,847222222;5,708333333
schsnnArv;sich seinen Ärger verbeißen;0;24;4;3,149253731;-0,223880597;3,895522388;3,52238806;3,567164179;4,820895522;3,611940299;0,074626866;4,641791045
schvAidHm;sich vor Angst in die Hose machen;1;27;7;5,577464789;-1,492957746;4,76056338;5,366197183;4,253521127;4,436619718;4,14084507;0,563380282;5,450704225
schvnsnSz;sich von seiner Schokoladenseite zeigen;0;35;5;4,25;1,485294118;3,632352941;5,073529412;4;4,647058824;3,867647059;0,132352941;5,264705882
schweEiPb;sich wie ein Elefant im Porzellanladen benehmen;0;41;7;3,028985507;-0,536231884;3,710144928;3,971014493;4,188405797;4,797101449;3,130434783;0,173913043;5,043478261
schzmTfls;sich zum Teufel scheren;0;20;4;4,913043478;-1,260869565;4,507246377;4,420289855;3,608695652;5,15942029;3,463768116;0,173913043;4,898550725
sckgHwewl;sich keine grauen Haare wegen etwas wachsen lassen;0;43;8;4,985714286;1,071428571;4,142857143;4,857142857;4,528571429;5,128571429;3,842857143;0,3;5,571428571
scmHuFgew;sich mit Händen und Füßen gegen etwas wehren;1;37;8;3,563380282;0,014084507;4,577464789;5,14084507;4,563380282;4,352112676;3,985915493;0,605633803;5,309859155
skmskPuiK;sie kümmern sich keinen Pfifferling um ihre Kinder;0;43;8;7,217391304;-1,884057971;4,739130435;4,231884058;4,652173913;3,623188406;3,550724638;0,188405797;5,289855072
SlzindWns;Salz in die Wunde streuen;1;21;5;6,309859155;-1,802816901;5,028169014;4,830985915;4,61971831;4,61971831;4,14084507;0,676056338;5,267605634
Smnnsgrns;Seemannsgarn spinnen;1;19;2;2,484375;-0,265625;3,765625;2,984375;3,484375;4,890625;3,3125;0,078125;4,96875
snBdnkuBw;seine Bedenken über Bord werfen;0;27;5;3,014285714;0,1;3,914285714;4,157142857;3,514285714;5,028571429;3,314285714;0,142857143;4,657142857
SndinsGts;Sand ins Getriebe streuen;1;22;4;3,591549296;-1,253521127;3,732394366;3,098591549;3,887323944;4,76056338;4,042253521;0,521126761;4,507042254
snFttwgkr;sein Fett wegkriegen;0;18;3;2,585714286;-0,471428571;3,971428571;4,3;3,585714286;4,557142857;3,842857143;0,457142857;4,842857143
snHrzaneh;sein Herz an etwas hängen;0;21;5;3,876712329;1,356164384;4,739726027;4,369863014;3,890410959;5,150684932;3,821917808;0,164383562;5
snHrzerlc;sein Herz erleichtern;0;19;3;4,642857143;1,642857143;4,428571429;4,685714286;3,714285714;4,628571429;3,442857143;0,1;5,371428571
snHrzsprl;sein Herz sprechen lassen;0;22;4;5,15942029;1,420289855;4,782608696;5,072463768;4,391304348;5,217391304;3,913043478;0,043478261;5,304347826
snLbnashc;sein Leben aushauchen;0;19;3;4,926470588;-1,132352941;4,117647059;3,117647059;3,397058824;4,75;3,676470588;0,147058824;4,970588235
snLcnudSs;sein Licht nicht unter den Scheffel stellen;0;37;7;3,092307692;0,538461538;3,538461538;3,353846154;3,523076923;5,276923077;3,646153846;0,246153846;4,738461538
snltztsHv;sein letztes Hemd verlieren;1;24;4;5,492753623;-1,434782609;3,913043478;3,782608696;3,971014493;4,565217391;4,130434783;0,68115942;5,434782609
snNsinets;seine Nase in etwas stecken;1;23;5;3,246575342;-1,136986301;3,890410959;5,863013699;4,328767123;4,534246575;4,219178082;0,671232877;5,726027397
snnSnfdzg;seinen Senf dazugeben;1;19;3;2,565217391;0,15942029;3,971014493;3,985507246;3,753623188;4,956521739;3,913043478;0,550724638;5
snPppnhmk;seine Pappenheimer kennen;0;23;3;2,376811594;0,898550725;3,275362319;3,231884058;3,550724638;5,449275362;3,333333333;0,231884058;4,637681159
snrZtvrss;seiner Zeit voraus sein;0;20;4;4,542857143;1,828571429;3,685714286;4,442857143;4,4;4,771428571;3,571428571;0,214285714;5,271428571
snSchfiTb;seine Schäfchen ins Trockene bringen;1;32;5;4,112676056;1,323943662;3,521126761;3,281690141;3,38028169;4,845070423;3,535211268;0,563380282;4,85915493
snWrtabwg;seine Worte abwägen;0;17;3;2,014705882;0,25;3,323529412;3,176470588;3,544117647;4,441176471;3,455882353;0,132352941;4,544117647
